close,date
2541.576,2015-07-22 11:15:00
2541.4658,2015-07-22 11:16:00
2541.3523,2015-07-22 11:17:00
2541.2366,2015-07-22 11:18:00
2541.1191,2015-07-22 11:19:00
2541.0015,2015-07-22 11:20:00
2540.8848,2015-07-22 11:21:00
2540.7725,2015-07-22 11:22:00
2540.6655,2015-07-22 11:23:00
2540.5662,2015-07-22 11:24:00
2540.4749,2015-07-22 11:25:00
2540.3928,2015-07-22 11:26:00
2540.32,2015-07-22 11:27:00
2540.2603,2015-07-22 11:28:00
2540.21,2015-07-22 11:29:00
2540.1672,2015-07-22 11:30:00
2540.1318,2015-07-22 11:31:00
2540.1018,2015-07-22 11:32:00
2540.0757,2015-07-22 11:33:00
2540.0342,2015-07-22 11:34:00
2539.9617,2015-07-22 11:35:00
2539.8499,2015-07-22 11:36:00
2539.6997,2015-07-22 11:37:00
2539.534,2015-07-22 11:38:00
2539.3677,2015-07-22 11:39:00
2539.2117,2015-07-22 11:40:00
2539.084,2015-07-22 11:41:00
2538.9873,2015-07-22 11:42:00
2538.9204,2015-07-22 11:43:00
2538.883,2015-07-22 11:44:00
2538.8713,2015-07-22 11:45:00
2538.873,2015-07-22 11:46:00
2538.8838,2015-07-22 11:47:00
2538.882,2015-07-22 11:48:00
2538.8594,2015-07-22 11:49:00
2538.8135,2015-07-22 11:50:00
2538.7454,2015-07-22 11:51:00
2538.6587,2015-07-22 11:52:00
2538.558,2015-07-22 11:53:00
2538.4504,2015-07-22 11:54:00
2538.3418,2015-07-22 11:55:00
2538.2405,2015-07-22 11:56:00
2538.1526,2015-07-22 11:57:00
2538.0864,2015-07-22 11:58:00
2538.0447,2015-07-22 11:59:00
2538.0276,2015-07-22 12:00:00
2538.037,2015-07-22 12:01:00
2538.078,2015-07-22 12:02:00
2538.1426,2015-07-22 12:03:00
2538.228,2015-07-22 12:04:00
2538.3289,2015-07-22 12:05:00
2538.4353,2015-07-22 12:06:00
2538.5437,2015-07-22 12:07:00
2538.6506,2015-07-22 12:08:00
2538.738,2015-07-22 12:09:00
2538.8003,2015-07-22 12:10:00
2538.8367,2015-07-22 12:11:00
2538.8496,2015-07-22 12:12:00
2538.8345,2015-07-22 12:13:00
2538.796,2015-07-22 12:14:00
2538.7422,2015-07-22 12:15:00
2538.6877,2015-07-22 12:16:00
2538.6323,2015-07-22 12:17:00
2538.5725,2015-07-22 12:18:00
2538.521,2015-07-22 12:19:00
2538.4858,2015-07-22 12:20:00
2538.4788,2015-07-22 12:21:00
2538.5078,2015-07-22 12:22:00
2538.5774,2015-07-22 12:23:00
2538.6821,2015-07-22 12:24:00
2538.8135,2015-07-22 12:25:00
2538.96,2015-07-22 12:26:00
2539.122,2015-07-22 12:27:00
2539.2883,2015-07-22 12:28:00
2539.4448,2015-07-22 12:29:00
2539.586,2015-07-22 12:30:00
2539.7114,2015-07-22 12:31:00
2539.8044,2015-07-22 12:32:00
2539.8516,2015-07-22 12:33:00
2539.867,2015-07-22 12:34:00
2539.859,2015-07-22 12:35:00
2539.8267,2015-07-22 12:36:00
2539.7761,2015-07-22 12:37:00
2539.7036,2015-07-22 12:38:00
2539.6135,2015-07-22 12:39:00
2539.5044,2015-07-22 12:40:00
2539.378,2015-07-22 12:41:00
2539.2515,2015-07-22 12:42:00
2539.1277,2015-07-22 12:43:00
2539.0068,2015-07-22 12:44:00
2538.8904,2015-07-22 12:45:00
2538.7764,2015-07-22 12:46:00
2538.6658,2015-07-22 12:47:00
2538.5576,2015-07-22 12:48:00
2538.4507,2015-07-22 12:49:00
2538.3486,2015-07-22 12:50:00
2538.2515,2015-07-22 12:51:00
2538.1392,2015-07-22 12:52:00
2538.01,2015-07-22 12:53:00
2537.8555,2015-07-22 12:54:00
2537.676,2015-07-22 12:55:00
2537.4802,2015-07-22 12:56:00
2537.2761,2015-07-22 12:57:00
2537.0654,2015-07-22 12:58:00
2536.8462,2015-07-22 12:59:00
2536.6448,2015-07-22 13:00:00
2536.4658,2015-07-22 13:01:00
2536.3247,2015-07-22 13:02:00
2536.2341,2015-07-22 13:03:00
2536.192,2015-07-22 13:04:00
2536.1892,2015-07-22 13:05:00
2536.2188,2015-07-22 13:06:00
2536.2673,2015-07-22 13:07:00
2536.3308,2015-07-22 13:08:00
2536.411,2015-07-22 13:09:00
2536.5022,2015-07-22 13:10:00
2536.596,2015-07-22 13:11:00
2536.7,2015-07-22 13:12:00
2536.8118,2015-07-22 13:13:00
2536.9292,2015-07-22 13:14:00
2537.0461,2015-07-22 13:15:00
2537.1716,2015-07-22 13:16:00
2537.3108,2015-07-22 13:17:00
2537.4634,2015-07-22 13:18:00
2537.6238,2015-07-22 13:19:00
2537.7927,2015-07-22 13:20:00
2537.9614,2015-07-22 13:21:00
2538.126,2015-07-22 13:22:00
2538.2805,2015-07-22 13:23:00
2538.4255,2015-07-22 13:24:00
2538.5598,2015-07-22 13:25:00
2538.6763,2015-07-22 13:26:00
2538.7725,2015-07-22 13:27:00
2538.8489,2015-07-22 13:28:00
2538.9092,2015-07-22 13:29:00
2538.9563,2015-07-22 13:30:00
2538.9985,2015-07-22 13:31:00
2539.0332,2015-07-22 13:32:00
2539.0618,2015-07-22 13:33:00
2539.0818,2015-07-22 13:34:00
2539.0996,2015-07-22 13:35:00
2539.1091,2015-07-22 13:36:00
2539.1045,2015-07-22 13:37:00
2539.0725,2015-07-22 13:38:00
2539.0254,2015-07-22 13:39:00
2538.972,2015-07-22 13:40:00
2538.9216,2015-07-22 13:41:00
2538.8757,2015-07-22 13:42:00
2538.8152,2015-07-22 13:43:00
2538.7383,2015-07-22 13:44:00
2538.64,2015-07-22 13:45:00
2538.5278,2015-07-22 13:46:00
2538.421,2015-07-22 13:47:00
2538.3386,2015-07-22 13:48:00
2538.2979,2015-07-22 13:49:00
2538.287,2015-07-22 13:50:00
2538.3147,2015-07-22 13:51:00
2538.3657,2015-07-22 13:52:00
2538.4443,2015-07-22 13:53:00
2538.5408,2015-07-22 13:54:00
2538.6738,2015-07-22 13:55:00
2538.8428,2015-07-22 13:56:00
2539.0547,2015-07-22 13:57:00
2539.299,2015-07-22 13:58:00
2539.5332,2015-07-22 13:59:00
2539.7397,2015-07-22 14:00:00
2539.9028,2015-07-22 14:01:00
2540.0073,2015-07-22 14:02:00
2540.0298,2015-07-22 14:03:00
2539.9688,2015-07-22 14:04:00
2539.8484,2015-07-22 14:05:00
2539.7056,2015-07-22 14:06:00
2539.554,2015-07-22 14:07:00
2539.3887,2015-07-22 14:08:00
2539.2324,2015-07-22 14:09:00
2539.0981,2015-07-22 14:10:00
2538.992,2015-07-22 14:11:00
2538.915,2015-07-22 14:12:00
2538.8547,2015-07-22 14:13:00
2538.7935,2015-07-22 14:14:00
2538.7354,2015-07-22 14:15:00
2538.6765,2015-07-22 14:16:00
2538.5938,2015-07-22 14:17:00
2538.4956,2015-07-22 14:18:00
2538.4,2015-07-22 14:19:00
2538.311,2015-07-22 14:20:00
2538.2441,2015-07-22 14:21:00
2538.2046,2015-07-22 14:22:00
2538.1917,2015-07-22 14:23:00
2538.217,2015-07-22 14:24:00
2538.2825,2015-07-22 14:25:00
2538.3826,2015-07-22 14:26:00
2538.4949,2015-07-22 14:27:00
2538.6216,2015-07-22 14:28:00
2538.7664,2015-07-22 14:29:00
2538.9282,2015-07-22 14:30:00
2539.116,2015-07-22 14:31:00
2539.3132,2015-07-22 14:32:00
2539.525,2015-07-22 14:33:00
2539.7268,2015-07-22 14:34:00
2539.9124,2015-07-22 14:35:00
2540.0803,2015-07-22 14:36:00
2540.2168,2015-07-22 14:37:00
2540.3303,2015-07-22 14:38:00
2540.4194,2015-07-22 14:39:00
2540.505,2015-07-22 14:40:00
2540.5864,2015-07-22 14:41:00
2540.6592,2015-07-22 14:42:00
2540.7214,2015-07-22 14:43:00
2540.7783,2015-07-22 14:44:00
2540.8447,2015-07-22 14:45:00
2540.9246,2015-07-22 14:46:00
2541.0183,2015-07-22 14:47:00
2541.1233,2015-07-22 14:48:00
2541.2415,2015-07-22 14:49:00
2541.3774,2015-07-22 14:50:00
2541.53,2015-07-22 14:51:00
2541.6853,2015-07-22 14:52:00
2541.8274,2015-07-22 14:53:00
2541.9407,2015-07-22 14:54:00
2542.0176,2015-07-22 14:55:00
2542.0496,2015-07-22 14:56:00
2542.0344,2015-07-22 14:57:00
2541.9773,2015-07-22 14:58:00
2541.8923,2015-07-22 14:59:00
2541.7876,2015-07-22 15:00:00
2541.6724,2015-07-22 15:01:00
2541.5503,2015-07-22 15:02:00
2541.4304,2015-07-22 15:03:00
2541.3298,2015-07-22 15:04:00
2541.2544,2015-07-22 15:05:00
2541.2156,2015-07-22 15:06:00
2541.2024,2015-07-22 15:07:00
2541.2063,2015-07-22 15:08:00
2541.2112,2015-07-22 15:09:00
2541.2083,2015-07-22 15:10:00
2541.1936,2015-07-22 15:11:00
2541.1616,2015-07-22 15:12:00
2541.114,2015-07-22 15:13:00
2541.0513,2015-07-22 15:14:00
2540.9775,2015-07-22 15:15:00
2540.9011,2015-07-22 15:16:00
2540.8271,2015-07-22 15:17:00
2540.7524,2015-07-22 15:18:00
2540.6765,2015-07-22 15:19:00
2540.6,2015-07-22 15:20:00
2540.529,2015-07-22 15:21:00
2540.4675,2015-07-22 15:22:00
2540.4111,2015-07-22 15:23:00
2540.3572,2015-07-22 15:24:00
2540.3018,2015-07-22 15:25:00
2540.2524,2015-07-22 15:26:00
2540.2173,2015-07-22 15:27:00
2540.1953,2015-07-22 15:28:00
2540.1794,2015-07-22 15:29:00
2540.1475,2015-07-22 15:30:00
2540.0754,2015-07-23 09:16:00
2539.9563,2015-07-23 09:17:00
2539.8325,2015-07-23 09:18:00
2539.7405,2015-07-23 09:19:00
2539.6875,2015-07-23 09:20:00
2539.6846,2015-07-23 09:21:00
2539.7292,2015-07-23 09:22:00
2539.8213,2015-07-23 09:23:00
2539.9539,2015-07-23 09:24:00
2540.1123,2015-07-23 09:25:00
2540.2898,2015-07-23 09:26:00
2540.4756,2015-07-23 09:27:00
2540.6548,2015-07-23 09:28:00
2540.8154,2015-07-23 09:29:00
2540.9521,2015-07-23 09:30:00
2541.0618,2015-07-23 09:31:00
2541.1357,2015-07-23 09:32:00
2541.173,2015-07-23 09:33:00
2541.1687,2015-07-23 09:34:00
2541.1233,2015-07-23 09:35:00
2541.0393,2015-07-23 09:36:00
2540.924,2015-07-23 09:37:00
2540.781,2015-07-23 09:38:00
2540.614,2015-07-23 09:39:00
2540.4207,2015-07-23 09:40:00
2540.1875,2015-07-23 09:41:00
2539.9175,2015-07-23 09:42:00
2539.6309,2015-07-23 09:43:00
2539.3433,2015-07-23 09:44:00
2539.0605,2015-07-23 09:45:00
2538.7742,2015-07-23 09:46:00
2538.4775,2015-07-23 09:47:00
2538.1672,2015-07-23 09:48:00
2537.8398,2015-07-23 09:49:00
2537.4976,2015-07-23 09:50:00
2537.144,2015-07-23 09:51:00
2536.7776,2015-07-23 09:52:00
2536.406,2015-07-23 09:53:00
2536.0425,2015-07-23 09:54:00
2535.6985,2015-07-23 09:55:00
2535.3655,2015-07-23 09:56:00
2535.0217,2015-07-23 09:57:00
2534.6562,2015-07-23 09:58:00
2534.2747,2015-07-23 09:59:00
2533.873,2015-07-23 10:00:00
2533.4697,2015-07-23 10:01:00
2533.085,2015-07-23 10:02:00
2532.738,2015-07-23 10:03:00
2532.4197,2015-07-23 10:04:00
2532.144,2015-07-23 10:05:00
2531.9094,2015-07-23 10:06:00
2531.72,2015-07-23 10:07:00
2531.5776,2015-07-23 10:08:00
2531.4763,2015-07-23 10:09:00
2531.4033,2015-07-23 10:10:00
2531.349,2015-07-23 10:11:00
2531.31,2015-07-23 10:12:00
2531.2803,2015-07-23 10:13:00
2531.258,2015-07-23 10:14:00
2531.2393,2015-07-23 10:15:00
2531.2212,2015-07-23 10:16:00
2531.1968,2015-07-23 10:17:00
2531.163,2015-07-23 10:18:00
2531.1194,2015-07-23 10:19:00
2531.0608,2015-07-23 10:20:00
2530.991,2015-07-23 10:21:00
2530.917,2015-07-23 10:22:00
2530.8499,2015-07-23 10:23:00
2530.7917,2015-07-23 10:24:00
2530.7354,2015-07-23 10:25:00
2530.6765,2015-07-23 10:26:00
2530.6226,2015-07-23 10:27:00
2530.58,2015-07-23 10:28:00
2530.5515,2015-07-23 10:29:00
2530.5427,2015-07-23 10:30:00
2530.556,2015-07-23 10:31:00
2530.5964,2015-07-23 10:32:00
2530.6704,2015-07-23 10:33:00
2530.7756,2015-07-23 10:34:00
2530.91,2015-07-23 10:35:00
2531.063,2015-07-23 10:36:00
2531.2158,2015-07-23 10:37:00
2531.3691,2015-07-23 10:38:00
2531.5195,2015-07-23 10:39:00
2531.6714,2015-07-23 10:40:00
2531.8386,2015-07-23 10:41:00
2532.0247,2015-07-23 10:42:00
2532.22,2015-07-23 10:43:00
2532.4124,2015-07-23 10:44:00
2532.5972,2015-07-23 10:45:00
2532.7676,2015-07-23 10:46:00
2532.9187,2015-07-23 10:47:00
2533.0425,2015-07-23 10:48:00
2533.1426,2015-07-23 10:49:00
2533.2104,2015-07-23 10:50:00
2533.2485,2015-07-23 10:51:00
