date,close
2015-07-21 10:57:00,2584.0
2015-07-21 10:58:00,2584.1
2015-07-21 10:59:00,2584.9
2015-07-21 11:00:00,2584.85
2015-07-21 11:01:00,2585.05
2015-07-21 11:02:00,2585.0
2015-07-21 11:03:00,2585.9
2015-07-21 11:04:00,2586.0
2015-07-21 11:05:00,2585.4
2015-07-21 11:06:00,2584.0
2015-07-21 11:07:00,2585.75
2015-07-21 11:08:00,2585.0
2015-07-21 11:09:00,2584.75
2015-07-21 11:10:00,2585.7
2015-07-21 11:11:00,2585.1
2015-07-21 11:12:00,2585.2
2015-07-21 11:13:00,2584.5
2015-07-21 11:14:00,2583.55
2015-07-21 11:15:00,2582.9
2015-07-21 11:16:00,2583.0
2015-07-21 11:17:00,2582.8
2015-07-21 11:18:00,2582.55
2015-07-21 11:19:00,2582.75
2015-07-21 11:20:00,2582.4
2015-07-21 11:21:00,2582.2
2015-07-21 11:22:00,2582.1
2015-07-21 11:23:00,2581.3
2015-07-21 11:24:00,2581.15
2015-07-21 11:25:00,2580.15
2015-07-21 11:26:00,2577.25
2015-07-21 11:27:00,2578.6
2015-07-21 11:28:00,2577.1
2015-07-21 11:29:00,2576.0
2015-07-21 11:30:00,2574.2
2015-07-21 11:31:00,2574.9
2015-07-21 11:32:00,2575.3
2015-07-21 11:33:00,2575.5
2015-07-21 11:34:00,2574.9
2015-07-21 11:35:00,2574.75
2015-07-21 11:36:00,2574.1
2015-07-21 11:37:00,2574.0
2015-07-21 11:38:00,2574.0
2015-07-21 11:39:00,2573.1
2015-07-21 11:40:00,2573.0
2015-07-21 11:41:00,2573.4
2015-07-21 11:42:00,2573.4
2015-07-21 11:43:00,2569.75
2015-07-21 11:44:00,2569.35
2015-07-21 11:45:00,2569.15
2015-07-21 11:46:00,2569.0
2015-07-21 11:47:00,2566.55
2015-07-21 11:48:00,2567.35
2015-07-21 11:49:00,2567.9
2015-07-21 11:50:00,2567.8
2015-07-21 11:51:00,2567.85
2015-07-21 11:52:00,2567.45
2015-07-21 11:53:00,2567.1
2015-07-21 11:54:00,2566.4
2015-07-21 11:55:00,2566.4
2015-07-21 11:56:00,2567.2
2015-07-21 11:57:00,2566.8
2015-07-21 11:58:00,2565.5
2015-07-21 11:59:00,2566.0
2015-07-21 12:00:00,2566.7
2015-07-21 12:01:00,2567.0
2015-07-21 12:02:00,2568.9
2015-07-21 12:03:00,2567.75
2015-07-21 12:04:00,2567.45
2015-07-21 12:05:00,2567.35
2015-07-21 12:06:00,2568.2
2015-07-21 12:07:00,2568.5
2015-07-21 12:08:00,2568.45
2015-07-21 12:09:00,2568.4
2015-07-21 12:10:00,2568.55
2015-07-21 12:11:00,2569.55
2015-07-21 12:12:00,2569.5
2015-07-21 12:13:00,2568.45
2015-07-21 12:14:00,2568.75
2015-07-21 12:15:00,2570.0
2015-07-21 12:16:00,2570.0
2015-07-21 12:17:00,2570.0
2015-07-21 12:18:00,2569.4
2015-07-21 12:19:00,2569.1
2015-07-21 12:20:00,2570.65
2015-07-21 12:21:00,2571.05
2015-07-21 12:22:00,2572.0
2015-07-21 12:23:00,2572.0
2015-07-21 12:24:00,2572.35
2015-07-21 12:25:00,2571.45
2015-07-21 12:26:00,2569.3
2015-07-21 12:27:00,2569.25
2015-07-21 12:28:00,2571.0
2015-07-21 12:29:00,2572.2
2015-07-21 12:30:00,2572.1
2015-07-21 12:31:00,2571.2
2015-07-21 12:32:00,2572.2
2015-07-21 12:33:00,2571.35
2015-07-21 12:34:00,2571.6
2015-07-21 12:35:00,2571.25
2015-07-21 12:36:00,2571.75
2015-07-21 12:37:00,2571.25
2015-07-21 12:38:00,2571.15
2015-07-21 12:39:00,2571.25
2015-07-21 12:40:00,2571.15
2015-07-21 12:41:00,2570.5
2015-07-21 12:42:00,2571.05
2015-07-21 12:43:00,2572.1
2015-07-21 12:44:00,2572.0
2015-07-21 12:45:00,2571.05
2015-07-21 12:46:00,2570.55
2015-07-21 12:47:00,2571.05
2015-07-21 12:48:00,2572.5
2015-07-21 12:49:00,2572.7
2015-07-21 12:50:00,2573.2
2015-07-21 12:51:00,2573.5
2015-07-21 12:52:00,2576.05
2015-07-21 12:53:00,2576.9
2015-07-21 12:54:00,2576.05
2015-07-21 12:55:00,2575.0
2015-07-21 12:56:00,2576.65
2015-07-21 12:57:00,2575.7
2015-07-21 12:58:00,2575.25
2015-07-21 12:59:00,2573.95
2015-07-21 13:00:00,2575.4
2015-07-21 13:01:00,2574.25
2015-07-21 13:02:00,2573.65
2015-07-21 13:03:00,2571.65
2015-07-21 13:04:00,2571.95
2015-07-21 13:05:00,2571.0
2015-07-21 13:06:00,2570.0
2015-07-21 13:07:00,2570.0
2015-07-21 13:08:00,2570.0
2015-07-21 13:09:00,2570.1
2015-07-21 13:10:00,2568.9
2015-07-21 13:11:00,2569.05
2015-07-21 13:12:00,2570.0
2015-07-21 13:13:00,2569.15
2015-07-21 13:14:00,2569.15
2015-07-21 13:15:00,2569.9
2015-07-21 13:16:00,2569.1
2015-07-21 13:17:00,2569.4
2015-07-21 13:18:00,2569.1
2015-07-21 13:19:00,2569.8
2015-07-21 13:20:00,2569.1
2015-07-21 13:21:00,2571.75
2015-07-21 13:22:00,2571.3
2015-07-21 13:23:00,2570.05
2015-07-21 13:24:00,2572.2
2015-07-21 13:25:00,2571.7
2015-07-21 13:26:00,2575.05
2015-07-21 13:27:00,2572.0
2015-07-21 13:28:00,2571.8
2015-07-21 13:29:00,2572.95
2015-07-21 13:30:00,2573.75
2015-07-21 13:31:00,2573.1
2015-07-21 13:32:00,2573.4
2015-07-21 13:33:00,2575.0
2015-07-21 13:34:00,2575.65
2015-07-21 13:35:00,2575.55
2015-07-21 13:36:00,2574.8
2015-07-21 13:37:00,2576.45
2015-07-21 13:38:00,2576.4
2015-07-21 13:39:00,2575.4
2015-07-21 13:40:00,2574.2
2015-07-21 13:41:00,2574.2
2015-07-21 13:42:00,2574.05
2015-07-21 13:43:00,2574.15
2015-07-21 13:44:00,2574.0
2015-07-21 13:45:00,2574.4
2015-07-21 13:46:00,2573.8
2015-07-21 13:47:00,2573.6
2015-07-21 13:48:00,2574.0
2015-07-21 13:49:00,2575.25
2015-07-21 13:50:00,2575.1
2015-07-21 13:51:00,2574.95
2015-07-21 13:52:00,2576.0
2015-07-21 13:53:00,2575.0
2015-07-21 13:54:00,2575.3
2015-07-21 13:55:00,2575.25
2015-07-21 13:56:00,2575.25
2015-07-21 13:57:00,2575.4
2015-07-21 13:58:00,2575.0
2015-07-21 13:59:00,2575.2
2015-07-21 14:00:00,2575.4
2015-07-21 14:01:00,2575.75
2015-07-21 14:02:00,2575.7
2015-07-21 14:03:00,2575.5
2015-07-21 14:04:00,2575.7
2015-07-21 14:05:00,2575.75
2015-07-21 14:06:00,2576.05
2015-07-21 14:07:00,2575.7
2015-07-21 14:08:00,2576.0
2015-07-21 14:09:00,2576.05
2015-07-21 14:10:00,2575.0
2015-07-21 14:11:00,2575.05
2015-07-21 14:12:00,2575.5
2015-07-21 14:13:00,2575.2
2015-07-21 14:14:00,2575.0
2015-07-21 14:15:00,2575.35
2015-07-21 14:16:00,2573.85
2015-07-21 14:17:00,2573.65
2015-07-21 14:18:00,2573.6
2015-07-21 14:19:00,2574.8
2015-07-21 14:20:00,2574.7
2015-07-21 14:21:00,2574.4
2015-07-21 14:22:00,2574.5
2015-07-21 14:23:00,2574.2
2015-07-21 14:24:00,2573.75
2015-07-21 14:25:00,2573.85
2015-07-21 14:26:00,2573.9
2015-07-21 14:27:00,2572.8
2015-07-21 14:28:00,2570.45
2015-07-21 14:29:00,2567.55
2015-07-21 14:30:00,2566.0
2015-07-21 14:31:00,2566.05
2015-07-21 14:32:00,2566.8
2015-07-21 14:33:00,2566.8
2015-07-21 14:34:00,2566.05
2015-07-21 14:35:00,2566.2
2015-07-21 14:36:00,2565.0
2015-07-21 14:37:00,2565.35
2015-07-21 14:38:00,2564.55
2015-07-21 14:39:00,2564.95
2015-07-21 14:40:00,2565.9
2015-07-21 14:41:00,2566.85
2015-07-21 14:42:00,2566.2
2015-07-21 14:43:00,2566.15
2015-07-21 14:44:00,2567.95
2015-07-21 14:45:00,2567.25
2015-07-21 14:46:00,2566.4
2015-07-21 14:47:00,2565.2
2015-07-21 14:48:00,2565.1
2015-07-21 14:49:00,2561.6
2015-07-21 14:50:00,2559.0
2015-07-21 14:51:00,2561.6
2015-07-21 14:52:00,2562.9
2015-07-21 14:53:00,2562.7
2015-07-21 14:54:00,2560.45
2015-07-21 14:55:00,2559.0
2015-07-21 14:56:00,2560.25
2015-07-21 14:57:00,2562.7
2015-07-21 14:58:00,2562.7
2015-07-21 14:59:00,2563.4
2015-07-21 15:00:00,2561.1
2015-07-21 15:01:00,2560.0
2015-07-21 15:02:00,2560.0
2015-07-21 15:03:00,2555.55
2015-07-21 15:04:00,2557.1
2015-07-21 15:05:00,2560.9
2015-07-21 15:06:00,2561.1
2015-07-21 15:07:00,2561.15
2015-07-21 15:08:00,2561.15
2015-07-21 15:09:00,2561.7
2015-07-21 15:10:00,2561.7
2015-07-21 15:11:00,2559.9
2015-07-21 15:12:00,2560.9
2015-07-21 15:13:00,2560.95
2015-07-21 15:14:00,2561.1
2015-07-21 15:15:00,2563.0
2015-07-21 15:16:00,2564.9
2015-07-21 15:17:00,2564.95
2015-07-21 15:18:00,2565.15
2015-07-21 15:19:00,2566.45
2015-07-21 15:20:00,2564.9
2015-07-21 15:21:00,2560.5
2015-07-21 15:22:00,2560.25
2015-07-21 15:23:00,2559.95
2015-07-21 15:24:00,2559.25
2015-07-21 15:25:00,2559.75
2015-07-21 15:26:00,2561.5
2015-07-21 15:27:00,2561.6
2015-07-21 15:28:00,2561.05
2015-07-21 15:29:00,2563.3
2015-07-21 15:30:00,2561.7
2015-07-22 09:16:00,2566.65
2015-07-22 09:17:00,2563.15
2015-07-22 09:18:00,2561.0
2015-07-22 09:19:00,2557.1
2015-07-22 09:20:00,2555.0
2015-07-22 09:21:00,2540.6
2015-07-22 09:22:00,2540.8
2015-07-22 09:23:00,2540.0
2015-07-22 09:24:00,2541.9
2015-07-22 09:25:00,2541.0
2015-07-22 09:26:00,2538.0
2015-07-22 09:27:00,2535.45
2015-07-22 09:28:00,2533.5
2015-07-22 09:29:00,2531.35
2015-07-22 09:30:00,2534.35
2015-07-22 09:31:00,2533.95
2015-07-22 09:32:00,2535.0
2015-07-22 09:33:00,2535.0
2015-07-22 09:34:00,2533.0
2015-07-22 09:35:00,2531.45
2015-07-22 09:36:00,2531.5
2015-07-22 09:37:00,2531.25
2015-07-22 09:38:00,2530.0
2015-07-22 09:39:00,2528.75
2015-07-22 09:40:00,2530.15
2015-07-22 09:41:00,2534.25
2015-07-22 09:42:00,2533.6
2015-07-22 09:43:00,2530.1
2015-07-22 09:44:00,2530.0
2015-07-22 09:45:00,2530.8
2015-07-22 09:46:00,2530.85
2015-07-22 09:47:00,2530.85
2015-07-22 09:48:00,2534.6
2015-07-22 09:49:00,2533.9
2015-07-22 09:50:00,2533.4
2015-07-22 09:51:00,2532.0
2015-07-22 09:52:00,2532.1
2015-07-22 09:53:00,2532.15
2015-07-22 09:54:00,2534.4
2015-07-22 09:55:00,2538.05
2015-07-22 09:56:00,2541.75
2015-07-22 09:57:00,2542.0
2015-07-22 09:58:00,2542.85
2015-07-22 09:59:00,2543.8
2015-07-22 10:00:00,2542.65
2015-07-22 10:01:00,2544.0
2015-07-22 10:02:00,2543.1
2015-07-22 10:03:00,2542.05
2015-07-22 10:04:00,2540.2
2015-07-22 10:05:00,2541.35
2015-07-22 10:06:00,2541.15
2015-07-22 10:07:00,2540.05
2015-07-22 10:08:00,2539.35
2015-07-22 10:09:00,2542.65
2015-07-22 10:10:00,2542.85
2015-07-22 10:11:00,2542.35
2015-07-22 10:12:00,2543.6
2015-07-22 10:13:00,2544.9
2015-07-22 10:14:00,2549.45
2015-07-22 10:15:00,2548.5
2015-07-22 10:16:00,2547.65
2015-07-22 10:17:00,2547.15
2015-07-22 10:18:00,2546.85
2015-07-22 10:19:00,2546.0
2015-07-22 10:20:00,2546.1
2015-07-22 10:21:00,2548.8
2015-07-22 10:22:00,2549.3
2015-07-22 10:23:00,2548.5
2015-07-22 10:24:00,2547.55
2015-07-22 10:25:00,2544.0
2015-07-22 10:26:00,2543.0
2015-07-22 10:27:00,2542.0
2015-07-22 10:28:00,2541.05
2015-07-22 10:29:00,2541.2
2015-07-22 10:30:00,2540.8
2015-07-22 10:31:00,2540.6
2015-07-22 10:32:00,2540.3
2015-07-22 10:33:00,2539.25
2015-07-22 10:34:00,2539.6
2015-07-22 10:35:00,2539.7
2015-07-22 10:36:00,2539.3
2015-07-22 10:37:00,2539.05
2015-07-22 10:38:00,2535.2
2015-07-22 10:39:00,2535.0
2015-07-22 10:40:00,2534.1
2015-07-22 10:41:00,2534.95
2015-07-22 10:42:00,2535.3
2015-07-22 10:43:00,2536.4
