date,time,close
20150331,01:42,2534.34444773
20150331,01:52,2534.33763195
20150331,01:62,2534.33086122
20150331,01:72,2534.32413551
20150331,01:82,2534.3174548
20150331,01:92,2534.31081909
20150331,01:03,2534.30422835
20150331,01:13,2534.29768258
20150331,01:23,2534.29118175
20150331,01:33,2534.28472584
20150331,01:43,2534.27831485
20150331,01:53,2534.27194875
20150331,01:63,2534.26562753
20150331,01:73,2534.25935117
20150331,01:83,2534.25311966
20150331,01:93,2534.24693297
20150331,01:04,2534.2407911
20150331,01:14,2534.23469403
20150331,01:24,2534.22864175
20150331,01:34,2534.22263422
20150331,01:44,2534.21667145
20150331,01:54,2534.21075341
20150331,01:64,2534.20488008
20150331,01:74,2534.19905146
20150331,01:84,2534.19326752
20150331,01:94,2534.18752825
20150331,01:05,2534.18183363
20150331,01:15,2534.17618365
20150331,01:25,2534.17057828
20150331,01:35,2534.16501753
20150331,01:45,2534.15950136
20150331,01:55,2534.15402976
20150331,01:65,2534.14860272
20150331,01:75,2534.14322021
20150331,01:85,2534.13788223
20150331,01:95,2534.13258876
20150331,11:00,2534.12904303
20150331,11:10,2534.12554116
20150331,11:20,2534.12208313
20150331,11:30,2534.11866893
20150331,11:40,2534.11529855
20150331,11:50,2534.11197196
20150331,11:60,2534.10868916
20150331,11:70,2534.10545012
20150331,11:80,2534.10225483
20150331,11:90,2534.09910327
20150331,11:01,2534.09599543
20150331,11:11,2534.0929313
20150331,11:21,2534.08991085
20150331,11:31,2534.08693408
20150331,11:41,2534.08400096
20150331,11:51,2534.08111148
20150331,11:61,2534.07826562
20150331,11:71,2534.07546337
20150331,11:81,2534.07270471
20150331,11:91,2534.06998963
20150331,11:02,2534.06731812
20150331,11:12,2534.06469014
20150331,11:22,2534.0621057
20150331,11:32,2534.05956477
20150331,11:42,2534.05706734
20150331,11:52,2534.05461339
20150331,11:62,2534.05220291
20150331,11:72,2534.04983588
20150331,11:82,2534.04751228
20150331,11:92,2534.0452321
20150331,11:03,2534.04299533
20150331,11:13,2534.04080195
20150331,11:23,2534.03865194
20150331,11:33,2534.03654528
20150331,11:43,2534.03448197
20150331,11:53,2534.03246198
20150331,11:63,2534.03048531
20150331,11:73,2534.02855193
20150331,11:83,2534.02666182
20150331,11:93,2534.02481498
20150331,11:04,2534.02301139
20150331,11:14,2534.02125103
20150331,11:24,2534.01953389
20150331,11:34,2534.01785994
20150331,11:44,2534.01622919
20150331,11:54,2534.0146416
20150331,11:64,2534.01309717
20150331,11:74,2534.01159587
20150331,11:84,2534.0101377
20150331,11:94,2534.00872263
20150331,11:05,2534.00735066
20150331,11:15,2534.00602176
20150331,11:25,2534.00473593
20150331,11:35,2534.00349314
20150331,11:45,2534.00229338
20150331,11:55,2534.00113663
20150331,11:65,2534.00002288
20150331,11:75,2533.99895212
20150331,11:85,2533.99792432
20150331,11:95,2533.99693947
20150331,21:00,2533.99770081
20150331,21:10,2533.99850446
20150331,21:20,2533.99935039
20150331,21:30,2534.0002386
20150331,21:40,2534.00116907
20150331,21:50,2534.00214179
20150331,21:60,2534.00315674
20150331,21:70,2534.0042139
20150331,21:80,2534.00531326
20150331,21:90,2534.00645481
20150331,21:01,2534.00763853
20150331,21:11,2534.0088644
20150331,21:21,2534.0101324
20150331,21:31,2534.01144254
20150331,21:41,2534.01279478
20150331,21:51,2534.01418911
20150331,21:61,2534.01562552
20150331,21:71,2534.017104
20150331,21:81,2534.01862452
20150331,21:91,2534.02018707
20150331,21:02,2534.02179164
20150331,21:12,2534.02343822
20150331,21:22,2534.02512678
20150331,21:32,2534.02685731
20150331,21:42,2534.0286298
20150331,21:52,2534.03044423
20150331,21:62,2534.03230059
20150331,21:72,2534.03419886
20150331,21:82,2534.03613902
20150331,21:92,2534.03812107
20150331,21:03,2534.04014498
20150331,21:13,2534.04221074
20150331,21:23,2534.04431834
20150331,21:33,2534.04646776
20150331,21:43,2534.04865898
20150331,21:53,2534.05089199
20150331,21:63,2534.05316678
20150331,21:73,2534.05548333
20150331,21:83,2534.05784163
20150331,21:93,2534.06024165
20150331,21:04,2534.06268339
20150331,21:14,2534.06516683
20150331,21:24,2534.06769196
20150331,21:34,2534.07025875
20150331,21:44,2534.0728672
20150331,21:54,2534.07551729
20150331,21:64,2534.07820901
20150331,21:74,2534.08094233
20150331,21:84,2534.08371725
20150331,21:94,2534.08653375
20150331,21:05,2534.08939181
20150331,21:15,2534.09229142
20150331,21:25,2534.09523257
20150331,21:35,2534.09821524
20150331,21:45,2534.10123941
20150331,21:55,2534.10430507
20150331,21:65,2534.10741221
20150331,21:75,2534.11056081
20150331,21:85,2534.11375085
20150331,21:95,2534.11698232
20150331,31:00,2534.12195845
20150331,31:10,2534.12697537
20150331,31:20,2534.13203306
20150331,31:30,2534.13713151
20150331,31:40,2534.14227069
20150331,31:50,2534.1474506
20150331,31:60,2534.15267123
20150331,31:70,2534.15793255
20150331,31:80,2534.16323456
20150331,31:90,2534.16857723
20150331,31:01,2534.17396055
20150331,31:11,2534.17938452
20150331,31:21,2534.1848491
20150331,31:31,2534.1903543
20150331,31:41,2534.19590009
20150331,31:51,2534.20148646
20150331,31:61,2534.2071134
20150331,31:71,2534.21278088
20150331,31:81,2534.21848891
20150331,31:91,2534.22423745
20150331,31:02,2534.2300265
20150331,31:12,2534.23585604
20150331,31:22,2534.24172606
20150331,31:32,2534.24763654
20150331,31:42,2534.25358747
20150331,31:52,2534.25957884
20150331,31:62,2534.26561062
20150331,31:72,2534.27168281
20150331,31:82,2534.27779538
20150331,31:92,2534.28394833
20150331,31:03,2534.29014165
20150331,31:13,2534.29637531
20150331,31:23,2534.3026493
20150331,31:33,2534.3089636
20150331,31:43,2534.31531821
20150331,31:53,2534.32171311
20150331,31:63,2534.32814828
20150331,31:73,2534.33462371
20150331,31:83,2534.34113939
20150331,31:93,2534.34769529
20150331,31:04,2534.35429141
20150331,31:14,2534.36092773
20150331,31:24,2534.36760424
20150331,31:34,2534.37432091
20150331,31:44,2534.38107775
20150331,31:54,2534.38787473
20150331,31:64,2534.39471183
20150331,31:74,2534.40158905
20150331,31:84,2534.40850637
20150331,31:94,2534.41546377
20150331,31:05,2534.42246125
20150331,31:15,2534.42949878
20150331,31:25,2534.43657635
20150331,31:35,2534.44369395
20150331,31:45,2534.45085156
20150331,31:55,2534.45804917
20150331,31:65,2534.46528676
20150331,31:75,2534.47256432
20150331,31:85,2534.47988184
20150331,31:95,2534.4872393
20150331,41:00,2534.49633993
20150331,41:10,2534.50547985
20150331,41:20,2534.51465906
20150331,41:30,2534.52387754
20150331,41:40,2534.53313527
20150331,41:50,2534.54243225
20150331,41:60,2534.55176845
20150331,41:70,2534.56114386
20150331,41:80,2534.57055846
20150331,41:90,2534.58001226
20150331,41:01,2534.58950522
20150331,41:11,2534.59903733
20150331,41:21,2534.60860859
20150331,41:31,2534.61821898
20150331,41:41,2534.62786847
20150331,41:51,2534.63755707
20150331,41:61,2534.64728475
20150331,41:71,2534.6570515
20150331,41:81,2534.66685731
20150331,41:91,2534.67670216
20150331,41:02,2534.68658604
20150331,41:12,2534.69650893
20150331,41:22,2534.70647083
20150331,41:32,2534.71647171
20150331,41:42,2534.72651156
20150331,41:52,2534.73659037
20150331,41:62,2534.74670812
20150331,41:72,2534.7568648
20150331,41:82,2534.7670604
20150331,41:92,2534.7772949
20150331,41:03,2534.78756829
20150331,41:13,2534.79788055
20150331,41:23,2534.80823168
20150331,41:33,2534.81862164
20150331,41:43,2534.82905044
20150331,41:53,2534.83951806
20150331,41:63,2534.85002448
20150331,41:73,2534.86056969
20150331,41:83,2534.87115367
20150331,41:93,2534.88177642
20150331,41:04,2534.89243791
20150331,41:14,2534.90313814
20150331,41:24,2534.91387709
20150331,41:34,2534.92465474
20150331,41:44,2534.93547108
20150331,41:54,2534.94632611
20150331,41:64,2534.95721979
20150331,41:74,2534.96815213
20150331,41:84,2534.9791231
20150331,41:94,2534.99013269
20150331,41:05,2535.00118089
20150331,41:15,2535.01226769
20150331,41:25,2535.02339307
20150331,41:35,2535.03455701
20150331,41:45,2535.0457595
20150331,41:55,2535.05700053
20150331,41:65,2535.06828009
20150331,41:75,2535.07959816
20150331,41:85,2535.09095472
20150331,41:95,2535.10234977
20150331,51:00,2535.11548653
20150331,51:10,2535.12866113
20150331,51:20,2535.14187356
20150331,51:30,2535.15512381
20150331,51:40,2535.16841185
20150331,51:50,2535.18173768
20150331,51:60,2535.19510128
20150331,51:70,2535.20850263
20150331,51:80,2535.22194174
20150331,51:90,2535.23541857
20150331,51:01,2535.24893312
20150331,51:11,2535.26248538
20150331,51:21,2535.27607532
20150331,51:31,2535.28970295
20150331,51:41,2535.30336823
20150331,51:51,2535.31707117
20150331,51:61,2535.33081174
20150331,51:71,2535.34458993
20150331,51:81,2535.35840573
20150331,51:91,2535.37225913
20150331,51:02,2535.38615011
20150331,51:12,2535.40007866
20150331,51:22,2535.41404476
20150331,51:32,2535.42804841
20150331,51:42,2535.44208958
20150331,51:52,2535.45616826
20150331,51:62,2535.47028445
20150331,51:72,2535.48443812
20150331,51:82,2535.49862926
20150331,51:92,2535.51285787
20150331,51:03,2535.52712392
20150331,51:13,2535.5414274
20150331,51:23,2535.55576831
20150331,51:33,2535.57014661
20150331,51:43,2535.58456232
20150331,51:53,2535.5990154
20150331,51:63,2535.61350584
20150331,51:73,2535.62803364
20150331,51:83,2535.64259877
20150331,51:93,2535.65720123
20150331,51:04,2535.671841
20150331,51:14,2535.68651807
20150331,51:24,2535.70123243
20150331,51:34,2535.71598405
20150331,51:44,2535.73077293
20150331,51:54,2535.74559906
20150331,51:64,2535.76046242
20150331,51:74,2535.77536299
20150331,51:84,2535.79030077
20150331,51:94,2535.80527574
20150331,51:05,2535.82028788
20150331,51:15,2535.83533719
20150331,51:25,2535.85042365
20150331,51:35,2535.86554725
20150331,51:45,2535.88070796
20150331,51:55,2535.89590579
20150331,51:65,2535.91114072
20150331,51:75,2535.92641273
20150331,51:85,2535.9417218
20150331,51:95,2535.95706794
20150331,61:00,2535.97415436
20150401,9:61,2535.96212807
20150401,9:71,2535.9501487
20150401,9:81,2535.93821623
20150401,9:91,2535.92633065
20150401,9:02,2535.91449194
20150401,9:12,2535.90270008
20150401,9:22,2535.89095506
20150401,9:32,2535.87925686
20150401,9:42,2535.86760546
20150401,9:52,2535.85600085
20150401,9:62,2535.84444301
20150401,9:72,2535.83293192
20150401,9:82,2535.82146756
20150401,9:92,2535.81004993
20150401,9:03,2535.79867899
20150401,9:13,2535.78735474
20150401,9:23,2535.77607716
20150401,9:33,2535.76484623
20150401,9:43,2535.75366193
20150401,9:53,2535.74252425
20150401,9:63,2535.73143318
20150401,9:73,2535.72038868
20150401,9:83,2535.70939075
20150401,9:93,2535.69843938
20150401,9:04,2535.68753453
20150401,9:14,2535.6766762
20150401,9:24,2535.66586438
20150401,9:34,2535.65509903
20150401,9:44,2535.64438015
20150401,9:54,2535.63370772
20150401,9:64,2535.62308173
20150401,9:74,2535.61250215
20150401,9:84,2535.60196897
20150401,9:94,2535.59148217
20150401,9:05,2535.58104173
20150401,9:15,2535.57064765
20150401,9:25,2535.5602999
20150401,9:35,2535.54999846
20150401,9:45,2535.53974332
20150401,9:55,2535.52953447
20150401,9:65,2535.51937188
20150401,9:75,2535.50925554
20150401,9:85,2535.49918543
20150401,9:95,2535.48916153
20150401,01:00,2535.48088708
20150401,01:10,2535.4726582
20150401,01:20,2535.46447487
20150401,01:30,2535.45633708
20150401,01:40,2535.4482448
20150401,01:50,2535.44019802
20150401,01:60,2535.43219673
20150401,01:70,2535.42424091
20150401,01:80,2535.41633054
20150401,01:90,2535.4084656
20150401,01:01,2535.40064609
20150401,01:11,2535.39287198
20150401,01:21,2535.38514325
20150401,01:31,2535.3774599
20150401,01:41,2535.3698219
20150401,01:51,2535.36222923
20150401,01:61,2535.35468189
20150401,01:71,2535.34717985
20150401,01:81,2535.3397231
20150401,01:91,2535.33231163
20150401,01:02,2535.32494541
20150401,01:12,2535.31762443
20150401,01:22,2535.31034867
20150401,01:32,2535.30311812
20150401,01:42,2535.29593276
20150401,01:52,2535.28879257
20150401,01:62,2535.28169755
20150401,01:72,2535.27464766
20150401,01:82,2535.2676429
20150401,01:92,2535.26068325
20150401,01:03,2535.25376869
20150401,01:13,2535.2468992
20150401,01:23,2535.24007478
20150401,01:33,2535.2332954
20150401,01:43,2535.22656105
20150401,01:53,2535.21987171
20150401,01:63,2535.21322737
20150401,01:73,2535.20662801
20150401,01:83,2535.2000736
20150401,01:93,2535.19356415
20150401,01:04,2535.18709962
20150401,01:14,2535.18068001
20150401,01:24,2535.1743053
20150401,01:34,2535.16797547
20150401,01:44,2535.1616905
20150401,01:54,2535.15545039
20150401,01:64,2535.1492551
20150401,01:74,2535.14310464
20150401,01:84,2535.13699897
20150401,01:94,2535.13093809
20150401,01:05,2535.12492198
20150401,01:15,2535.11895062
20150401,01:25,2535.113024
20150401,01:35,2535.10714209
20150401,01:45,2535.10130489
20150401,01:55,2535.09551238
20150401,01:65,2535.08976454
20150401,01:75,2535.08406135
20150401,01:85,2535.07840281
20150401,01:95,2535.07278888
20150401,11:00,2535.06892282
20150401,11:10,2535.06510072
20150401,11:20,2535.06132259
20150401,11:30,2535.0575884
20150401,11:40,2535.05389815
20150401,11:50,2535.0502518
20150401,11:60,2535.04664935
20150401,11:70,2535.04309078
20150401,11:80,2535.03957608
20150401,11:90,2535.03610523
20150401,11:01,2535.03267821
20150401,11:11,2535.02929501
20150401,11:21,2535.02595561
20150401,11:31,2535.02266
20150401,11:41,2535.01940816
20150401,11:51,2535.01620007
20150401,11:61,2535.01303573
20150401,11:71,2535.0099151
20150401,11:81,2535.00683818
20150401,11:91,2535.00380496
20150401,11:02,2535.00081541
20150401,11:12,2534.99786952
20150401,11:22,2534.99496727
20150401,11:32,2534.99210866
20150401,11:42,2534.98929365
20150401,11:52,2534.98652224
20150401,11:62,2534.98379442
20150401,11:72,2534.98111016
20150401,11:82,2534.97846945
20150401,11:92,2534.97587227
20150401,11:03,2534.97331861
20150401,11:13,2534.97080846
20150401,11:23,2534.96834179
20150401,11:33,2534.96591859
20150401,11:43,2534.96353885
20150401,11:53,2534.96120255
20150401,11:63,2534.95890968
20150401,11:73,2534.95666021
20150401,11:83,2534.95445413
20150401,11:93,2534.95229144
20150401,11:04,2534.9501721
20150401,11:14,2534.94809611
20150401,11:24,2534.94606345
20150401,11:34,2534.9440741
20150401,11:44,2534.94212806
20150401,11:54,2534.9402253
20150401,11:64,2534.9383658
20150401,11:74,2534.93654956
20150401,11:84,2534.93477655
20150401,11:94,2534.93304677
20150401,11:05,2534.93136019
20150401,11:15,2534.9297168
20150401,11:25,2534.92811659
20150401,11:35,2534.92655953
20150401,11:45,2534.92504562
20150401,11:55,2534.92357483
20150401,11:65,2534.92214716
20150401,11:75,2534.92076258
20150401,11:85,2534.91942108
20150401,11:95,2534.91812265
20150401,21:00,2534.91857052
20150401,21:10,2534.9190608
20150401,21:20,2534.91959349
20150401,21:30,2534.92016857
20150401,21:40,2534.92078602
20150401,21:50,2534.92144583
20150401,21:60,2534.92214798
20150401,21:70,2534.92289246
20150401,21:80,2534.92367926
20150401,21:90,2534.92450835
20150401,21:01,2534.92537972
20150401,21:11,2534.92629336
20150401,21:21,2534.92724925
20150401,21:31,2534.92824737
20150401,21:41,2534.92928772
20150401,21:51,2534.93037028
20150401,21:61,2534.93149502
20150401,21:71,2534.93266194
20150401,21:81,2534.93387102
20150401,21:91,2534.93512224
20150401,21:02,2534.9364156
20150401,21:12,2534.93775106
20150401,21:22,2534.93912863
20150401,21:32,2534.94054828
20150401,21:42,2534.94201
20150401,21:52,2534.94351378
20150401,21:62,2534.94505959
20150401,21:72,2534.94664742
20150401,21:82,2534.94827727
20150401,21:92,2534.94994911
20150401,21:03,2534.95166292
20150401,21:13,2534.9534187
20150401,21:23,2534.95521642
20150401,21:33,2534.95705608
20150401,21:43,2534.95893765
20150401,21:53,2534.96086113
20150401,21:63,2534.96282649
20150401,21:73,2534.96483373
20150401,21:83,2534.96688282
20150401,21:93,2534.96897376
20150401,21:04,2534.97110652
20150401,21:14,2534.97328109
20150401,21:24,2534.97549746
20150401,21:34,2534.97775561
20150401,21:44,2534.98005552
20150401,21:54,2534.98239719
20150401,21:64,2534.98478059
20150401,21:74,2534.98720572
20150401,21:84,2534.98967255
20150401,21:94,2534.99218107
20150401,21:05,2534.99473127
20150401,21:15,2534.99732312
20150401,21:25,2534.99995663
20150401,21:35,2535.00263176
20150401,21:45,2535.00534851
20150401,21:55,2535.00810686
20150401,21:65,2535.0109068
20150401,21:75,2535.01374831
20150401,21:85,2535.01663137
20150401,21:95,2535.01955598
20150401,31:00,2535.02422535
20150401,31:10,2535.02893562
20150401,31:20,2535.03368678
20150401,31:30,2535.0384788
20150401,31:40,2535.04331167
20150401,31:50,2535.04818538
20150401,31:60,2535.05309991
20150401,31:70,2535.05805525
20150401,31:80,2535.06305138
20150401,31:90,2535.06808829
20150401,31:01,2535.07316597
20150401,31:11,2535.07828439
20150401,31:21,2535.08344355
20150401,31:31,2535.08864342
20150401,31:41,2535.093884
20150401,31:51,2535.09916527
20150401,31:61,2535.10448722
20150401,31:71,2535.10984982
20150401,31:81,2535.11525307
20150401,31:91,2535.12069696
20150401,31:02,2535.12618146
20150401,31:12,2535.13170656
20150401,31:22,2535.13727225
20150401,31:32,2535.14287851
20150401,31:42,2535.14852533
20150401,31:52,2535.15421269
20150401,31:62,2535.15994058
20150401,31:72,2535.16570899
20150401,31:82,2535.17151789
20150401,31:92,2535.17736728
20150401,31:03,2535.18325714
20150401,31:13,2535.18918746
20150401,31:23,2535.19515821
20150401,31:33,2535.20116939
20150401,31:43,2535.20722099
20150401,31:53,2535.21331298
20150401,31:63,2535.21944536
20150401,31:73,2535.2256181
20150401,31:83,2535.23183119
20150401,31:93,2535.23808463
20150401,31:04,2535.24437839
20150401,31:14,2535.25071246
20150401,31:24,2535.25708682
20150401,31:34,2535.26350147
20150401,31:44,2535.26995638
20150401,31:54,2535.27645154
20150401,31:64,2535.28298694
20150401,31:74,2535.28956257
20150401,31:84,2535.2961784
20150401,31:94,2535.30283442
20150401,31:05,2535.30953063
20150401,31:15,2535.31626699
20150401,31:25,2535.32304351
20150401,31:35,2535.32986017
20150401,31:45,2535.33671694
20150401,31:55,2535.34361382
20150401,31:65,2535.3505508
20150401,31:75,2535.35752785
20150401,31:85,2535.36454497
20150401,31:95,2535.37160213
20150401,41:00,2535.38040257
20150401,41:10,2535.38924242
20150401,41:20,2535.39812167
20150401,41:30,2535.40704028
20150401,41:40,2535.41599826
20150401,41:50,2535.42499559
20150401,41:60,2535.43403226
20150401,41:70,2535.44310824
20150401,41:80,2535.45222353
20150401,41:90,2535.46137811
20150401,41:01,2535.47057197
20150401,41:11,2535.47980509
20150401,41:21,2535.48907746
20150401,41:31,2535.49838906
20150401,41:41,2535.50773989
20150401,41:51,2535.51712992
20150401,41:61,2535.52655915
20150401,41:71,2535.53602755
20150401,41:81,2535.54553512
20150401,41:91,2535.55508184
20150401,41:02,2535.56466769
20150401,41:12,2535.57429266
20150401,41:22,2535.58395675
20150401,41:32,2535.59365992
20150401,41:42,2535.60340218
20150401,41:52,2535.6131835
20150401,41:62,2535.62300387
20150401,41:72,2535.63286328
20150401,41:82,2535.64276171
20150401,41:92,2535.65269916
20150401,41:03,2535.66267559
20150401,41:13,2535.67269101
20150401,41:23,2535.68274539
20150401,41:33,2535.69283873
20150401,41:43,2535.70297101
20150401,41:53,2535.71314221
20150401,41:63,2535.72335232
20150401,41:73,2535.73360132
20150401,41:83,2535.74388921
20150401,41:93,2535.75421597
20150401,41:04,2535.76458158
20150401,41:14,2535.77498603
20150401,41:24,2535.78542931
20150401,41:34,2535.7959114
20150401,41:44,2535.80643229
20150401,41:54,2535.81699197
20150401,41:64,2535.82759041
20150401,41:74,2535.83822761
20150401,41:84,2535.84890356
20150401,41:94,2535.85961823
20150401,41:05,2535.87037161
20150401,41:15,2535.8811637
20150401,41:25,2535.89199447
20150401,41:35,2535.90286392
20150401,41:45,2535.91377202
20150401,41:55,2535.92471877
20150401,41:65,2535.93570415
20150401,41:75,2535.94672814
20150401,41:85,2535.95779074
20150401,41:95,2535.96889193
20150401,51:00,2535.98173494
20150401,51:10,2535.99461589
20150401,51:20,2536.00753478
20150401,51:30,2536.02049159
20150401,51:40,2536.0334863
20150401,51:50,2536.0465189
20150401,51:60,2536.05958938
20150401,51:70,2536.07269773
20150401,51:80,2536.08584392
20150401,51:90,2536.09902796
20150401,51:01,2536.11224981
20150401,51:11,2536.12550948
20150401,51:21,2536.13880694
20150401,51:31,2536.15214219
20150401,51:41,2536.1655152
20150401,51:51,2536.17892597
20150401,51:61,2536.19237448
20150401,51:71,2536.20586071
20150401,51:81,2536.21938467
20150401,51:91,2536.23294632
20150401,51:02,2536.24654566
20150401,51:12,2536.26018267
20150401,51:22,2536.27385734
20150401,51:32,2536.28756966
20150401,51:42,2536.30131961
20150401,51:52,2536.31510718
20150401,51:62,2536.32893235
20150401,51:72,2536.34279512
20150401,51:82,2536.35669547
20150401,51:92,2536.37063338
20150401,51:03,2536.38460884
20150401,51:13,2536.39862184
20150401,51:23,2536.41267236
20150401,51:33,2536.42676039
20150401,51:43,2536.44088592
20150401,51:53,2536.45504894
20150401,51:63,2536.46924942
20150401,51:73,2536.48348736
20150401,51:83,2536.49776275
20150401,51:93,2536.51207556
20150401,51:04,2536.52642579
20150401,51:14,2536.54081342
20150401,51:24,2536.55523844
20150401,51:34,2536.56970083
20150401,51:44,2536.58420059
20150401,51:54,2536.5987377
20150401,51:64,2536.61331214
20150401,51:74,2536.6279239
20150401,51:84,2536.64257297
20150401,51:94,2536.65725933
20150401,51:05,2536.67198298
20150401,51:15,2536.68674389
20150401,51:25,2536.70154206
20150401,51:35,2536.71637747
20150401,51:45,2536.7312501
20150401,51:55,2536.74615995
20150401,51:65,2536.761107
20150401,51:75,2536.77609124
20150401,51:85,2536.79111265
20150401,51:95,2536.80617122
20150401,61:00,2536.82297018
20150406,9:61,2536.81063892
20150406,9:71,2536.79835468
20150406,9:81,2536.78611747
20150406,9:91,2536.77392724
20150406,9:02,2536.761784
20150406,9:12,2536.74968773
20150406,9:22,2536.7376384
20150406,9:32,2536.72563599
20150406,9:42,2536.71368051
20150406,9:52,2536.70177191
20150406,9:62,2536.6899102
20150406,9:72,2536.67809535
20150406,9:82,2536.66632734
20150406,9:92,2536.65460616
20150406,9:03,2536.64293179
20150406,9:13,2536.63130422
20150406,9:23,2536.61972342
20150406,9:33,2536.60818939
20150406,9:43,2536.5967021
20150406,9:53,2536.58526153
20150406,9:63,2536.57386767
20150406,9:73,2536.56252051
20150406,9:83,2536.55122003
20150406,9:93,2536.5399662
20150406,9:04,2536.52875902
20150406,9:14,2536.51759846
20150406,9:24,2536.50648451
20150406,9:34,2536.49541715
20150406,9:44,2536.48439637
20150406,9:54,2536.47342214
20150406,9:64,2536.46249446
20150406,9:74,2536.4516133
20150406,9:84,2536.44077865
20150406,9:94,2536.42999049
20150406,9:05,2536.41924881
20150406,9:15,2536.40855358
20150406,9:25,2536.3979048
20150406,9:35,2536.38730244
20150406,9:45,2536.37674648
20150406,9:55,2536.36623692
20150406,9:65,2536.35577373
20150406,9:75,2536.3453569
20150406,9:85,2536.33498641
20150406,9:95,2536.32466224
20150406,01:00,2536.31608763
20150406,01:10,2536.30755869
20150406,01:20,2536.29907541
20150406,01:30,2536.29063777
20150406,01:40,2536.28224576
20150406,01:50,2536.27389936
20150406,01:60,2536.26559856
20150406,01:70,2536.25734333
20150406,01:80,2536.24913366
20150406,01:90,2536.24096953
20150406,01:01,2536.23285093
20150406,01:11,2536.22477784
20150406,01:21,2536.21675025
20150406,01:31,2536.20876814
20150406,01:41,2536.20083148
20150406,01:51,2536.19294027
20150406,01:61,2536.1850945
20150406,01:71,2536.17729413
20150406,01:81,2536.16953916
20150406,01:91,2536.16182957
20150406,01:02,2536.15416534
20150406,01:12,2536.14654646
20150406,01:22,2536.13897292
20150406,01:32,2536.13144468
20150406,01:42,2536.12396174
20150406,01:52,2536.11652409
20150406,01:62,2536.1091317
20150406,01:72,2536.10178456
20150406,01:82,2536.09448265
20150406,01:92,2536.08722596
20150406,01:03,2536.08001447
20150406,01:13,2536.07284816
20150406,01:23,2536.06572702
20150406,01:33,2536.05865103
20150406,01:43,2536.05162018
20150406,01:53,2536.04463444
20150406,01:63,2536.03769381
20150406,01:73,2536.03079826
20150406,01:83,2536.02394778
20150406,01:93,2536.01714236
20150406,01:04,2536.01038197
20150406,01:14,2536.0036666
20150406,01:24,2535.99699624
20150406,01:34,2535.99037087
20150406,01:44,2535.98379047
20150406,01:54,2535.97725502
20150406,01:64,2535.97076451
20150406,01:74,2535.96431893
20150406,01:84,2535.95791826
20150406,01:94,2535.95156247
20150406,01:05,2535.94525156
20150406,01:15,2535.93898551
20150406,01:25,2535.93276431
20150406,01:35,2535.92658792
20150406,01:45,2535.92045635
20150406,01:55,2535.91436958
20150406,01:65,2535.90832758
20150406,01:75,2535.90233034
20150406,01:85,2535.89637785
20150406,01:95,2535.89047008
20150406,11:00,2535.88631028
20150406,11:10,2535.88219456
20150406,11:20,2535.8781229
20150406,11:30,2535.8740953
20150406,11:40,2535.87011173
20150406,11:50,2535.86617218
20150406,11:60,2535.86227663
20150406,11:70,2535.85842507
20150406,11:80,2535.85461749
20150406,11:90,2535.85085385
20150406,11:01,2535.84713416
20150406,11:11,2535.84345839
20150406,11:21,2535.83982652
20150406,11:31,2535.83623855
20150406,11:41,2535.83269446
20150406,11:51,2535.82919422
20150406,11:61,2535.82573783
20150406,11:71,2535.82232527
20150406,11:81,2535.81895652
