id,date,time,open,high,low,close,volume
INFY,20150904,13:17:00,1071.15,1072.0,1071.15,1071.6,3467
INFY,20150904,13:18:00,1071.7,1071.95,1071.1,1071.6,3216
INFY,20150904,13:19:00,1071.6,1072.0,1071.6,1071.95,3181
INFY,20150904,13:20:00,1071.6,1073.5,1071.1,1073.5,5646
INFY,20150904,13:21:00,1073.05,1073.5,1072.1,1072.75,3483
INFY,20150904,13:22:00,1072.1,1072.75,1070.0,1070.4,5045
INFY,20150904,13:23:00,1070.5,1071.95,1070.25,1071.4,5423
INFY,20150904,13:24:00,1071.2,1072.5,1071.05,1072.15,10674
INFY,20150904,13:25:00,1071.6,1073.05,1071.6,1072.5,5749
INFY,20150904,13:26:00,1072.5,1073.35,1072.05,1072.75,6580
INFY,20150904,13:27:00,1072.75,1072.9,1072.1,1072.8,3096
INFY,20150904,13:28:00,1072.5,1072.8,1072.05,1072.05,5332
INFY,20150904,13:29:00,1072.1,1072.8,1071.85,1072.4,3860
INFY,20150904,13:30:00,1071.7,1072.35,1071.5,1072.0,4627
INFY,20150904,13:31:00,1072.0,1072.45,1071.55,1071.85,3629
INFY,20150904,13:32:00,1071.6,1072.35,1071.15,1071.6,3301
INFY,20150904,13:33:00,1071.65,1072.55,1071.05,1071.5,6833
INFY,20150904,13:34:00,1071.5,1072.0,1070.5,1070.5,5988
INFY,20150904,13:35:00,1070.95,1071.4,1070.0,1070.0,4458
INFY,20150904,13:36:00,1070.0,1071.0,1068.7,1071.0,8175
INFY,20150904,13:37:00,1070.5,1071.35,1069.6,1070.45,4334
INFY,20150904,13:38:00,1070.45,1070.75,1069.05,1069.2,3893
INFY,20150904,13:39:00,1069.45,1070.5,1069.25,1069.25,5611
INFY,20150904,13:40:00,1069.3,1070.9,1069.25,1070.25,7127
INFY,20150904,13:41:00,1069.5,1070.25,1069.2,1069.4,2843
INFY,20150904,13:42:00,1069.4,1069.9,1068.85,1069.15,6384
INFY,20150904,13:43:00,1069.15,1070.0,1069.0,1070.0,5610
INFY,20150904,13:44:00,1069.55,1070.3,1069.55,1069.6,4965
INFY,20150904,13:45:00,1069.6,1070.8,1069.6,1069.95,4739
INFY,20150904,13:46:00,1070.4,1070.55,1069.55,1070.5,3615
INFY,20150904,13:47:00,1069.9,1070.5,1069.85,1070.0,1822
INFY,20150904,13:48:00,1070.0,1070.9,1070.0,1070.75,2322
INFY,20150904,13:49:00,1070.65,1070.85,1070.0,1070.4,4357
INFY,20150904,13:50:00,1070.0,1070.7,1070.0,1070.15,2545
INFY,20150904,13:51:00,1070.15,1070.4,1069.2,1069.2,9071
INFY,20150904,13:52:00,1069.2,1070.0,1068.5,1068.6,6415
INFY,20150904,13:53:00,1068.8,1069.9,1068.8,1069.5,4361
INFY,20150904,13:54:00,1069.9,1069.9,1068.55,1069.75,8543
INFY,20150904,13:55:00,1069.05,1070.35,1069.05,1070.0,7507
INFY,20150904,13:56:00,1070.0,1070.35,1069.3,1069.7,6672
INFY,20150904,13:57:00,1069.5,1070.0,1068.6,1068.6,8209
INFY,20150904,13:58:00,1069.65,1070.9,1069.15,1070.9,9802
INFY,20150904,13:59:00,1070.1,1071.0,1069.55,1070.8,7621
INFY,20150904,14:00:00,1070.8,1071.5,1070.45,1070.45,1703
INFY,20150904,14:01:00,1070.45,1071.95,1070.25,1070.75,3520
INFY,20150904,14:02:00,1070.55,1071.05,1070.3,1070.3,3044
INFY,20150904,14:03:00,1070.4,1070.95,1069.5,1069.8,5538
INFY,20150904,14:04:00,1069.7,1070.9,1069.05,1070.4,6245
INFY,20150904,14:05:00,1070.15,1071.45,1068.85,1069.1,9582
INFY,20150904,14:06:00,1068.5,1069.95,1067.5,1068.6,11833
INFY,20150904,14:07:00,1068.6,1069.85,1068.15,1069.55,3518
INFY,20150904,14:08:00,1069.55,1071.0,1069.55,1070.0,4383
INFY,20150904,14:09:00,1070.0,1070.85,1069.7,1070.35,3046
INFY,20150904,14:10:00,1069.15,1071.0,1069.15,1069.8,3626
INFY,20150904,14:11:00,1069.8,1070.0,1068.9,1069.45,3391
INFY,20150904,14:12:00,1069.0,1069.45,1069.0,1069.2,4696
INFY,20150904,14:13:00,1069.5,1071.5,1069.5,1071.5,21062
INFY,20150904,14:14:00,1071.0,1071.75,1070.15,1071.0,4078
INFY,20150904,14:15:00,1071.0,1071.5,1070.35,1071.5,5300
INFY,20150904,14:16:00,1071.45,1072.4,1070.9,1071.05,4145
INFY,20150904,14:17:00,1071.05,1071.85,1070.25,1070.55,3603
INFY,20150904,14:18:00,1070.1,1071.5,1070.1,1071.0,4476
INFY,20150904,14:19:00,1071.0,1071.75,1070.75,1071.0,2583
INFY,20150904,14:20:00,1071.0,1071.2,1070.6,1070.6,12629
INFY,20150904,14:21:00,1070.6,1070.75,1070.0,1070.0,10431
INFY,20150904,14:22:00,1070.0,1071.0,1069.3,1070.55,6769
INFY,20150904,14:23:00,1070.55,1071.3,1070.05,1070.5,3165
INFY,20150904,14:24:00,1070.4,1071.4,1070.25,1070.85,5393
INFY,20150904,14:25:00,1070.65,1072.8,1070.65,1072.7,7383
INFY,20150904,14:26:00,1072.45,1072.5,1070.05,1070.15,6862
INFY,20150904,14:27:00,1070.1,1071.35,1069.0,1071.15,7604
INFY,20150904,14:28:00,1070.75,1071.8,1070.75,1071.0,9263
INFY,20150904,14:29:00,1071.0,1072.3,1071.0,1071.05,6739
INFY,20150904,14:30:00,1071.0,1072.15,1071.0,1071.9,11911
INFY,20150904,14:31:00,1071.8,1072.7,1071.0,1071.0,7352
INFY,20150904,14:32:00,1071.0,1072.0,1071.0,1071.8,4962
INFY,20150904,14:33:00,1072.0,1072.5,1071.0,1071.3,10490
INFY,20150904,14:34:00,1071.3,1072.0,1071.0,1071.0,6528
INFY,20150904,14:35:00,1071.0,1071.85,1071.0,1071.0,24722
INFY,20150904,14:36:00,1071.0,1071.4,1071.0,1071.05,13956
INFY,20150904,14:37:00,1071.05,1071.9,1071.0,1071.8,3459
INFY,20150904,14:38:00,1071.5,1072.4,1071.5,1071.5,4830
INFY,20150904,14:39:00,1071.0,1072.4,1071.0,1071.55,4406
INFY,20150904,14:40:00,1071.15,1072.0,1071.0,1071.2,11053
INFY,20150904,14:41:00,1071.2,1071.85,1071.0,1071.0,13117
INFY,20150904,14:42:00,1071.0,1072.4,1071.0,1071.0,18018
INFY,20150904,14:43:00,1071.0,1071.45,1071.0,1071.0,8063
INFY,20150904,14:44:00,1071.0,1071.3,1071.0,1071.05,9580
INFY,20150904,14:45:00,1071.2,1071.3,1071.0,1071.0,8344
INFY,20150904,14:46:00,1071.05,1071.7,1071.0,1071.0,10407
INFY,20150904,14:47:00,1071.0,1071.75,1071.0,1071.0,5839
INFY,20150904,14:48:00,1071.0,1071.4,1071.0,1071.0,4508
INFY,20150904,14:49:00,1071.0,1071.8,1071.0,1071.1,9907
INFY,20150904,14:50:00,1071.1,1071.7,1071.0,1071.45,5165
INFY,20150904,14:51:00,1071.05,1071.8,1071.0,1071.5,17243
INFY,20150904,14:52:00,1071.5,1071.65,1071.0,1071.0,14567
INFY,20150904,14:53:00,1071.1,1071.9,1071.0,1071.0,16606
INFY,20150904,14:54:00,1071.0,1071.7,1071.0,1071.0,10529
INFY,20150904,14:55:00,1071.0,1072.5,1071.0,1072.3,19124
INFY,20150904,14:56:00,1072.05,1073.0,1072.05,1072.75,10686
INFY,20150904,14:57:00,1073.3,1074.3,1073.0,1074.0,14754
INFY,20150904,14:58:00,1074.05,1075.45,1074.0,1074.0,15217
INFY,20150904,14:59:00,1074.0,1074.55,1074.0,1074.5,10938
INFY,20150904,15:00:00,1074.5,1076.4,1074.5,1076.3,19156
INFY,20150904,15:01:00,1076.3,1076.35,1074.15,1074.2,23625
INFY,20150904,15:02:00,1074.15,1074.95,1074.0,1074.05,14179
INFY,20150904,15:03:00,1074.0,1075.3,1074.0,1075.2,29760
INFY,20150904,15:04:00,1075.0,1076.05,1075.0,1075.75,21546
INFY,20150904,15:05:00,1075.75,1075.75,1074.0,1074.65,23554
INFY,20150904,15:06:00,1074.7,1075.65,1074.35,1075.4,24008
INFY,20150904,15:07:00,1075.2,1075.4,1073.85,1073.9,39974
INFY,20150904,15:08:00,1073.9,1074.5,1073.4,1073.75,24116
INFY,20150904,15:09:00,1073.75,1074.5,1070.1,1070.75,27607
INFY,20150904,15:10:00,1069.1,1072.9,1068.55,1072.05,38046
INFY,20150904,15:11:00,1072.75,1074.75,1072.0,1072.8,46415
INFY,20150904,15:12:00,1072.8,1074.95,1072.8,1074.5,45099
INFY,20150904,15:13:00,1074.5,1075.0,1072.1,1072.55,65449
INFY,20150904,15:14:00,1073.05,1075.0,1073.05,1074.25,43551
INFY,20150904,15:15:00,1074.0,1074.95,1073.2,1074.85,45226
INFY,20150904,15:16:00,1074.9,1074.95,1072.6,1074.2,49336
INFY,20150904,15:17:00,1074.2,1074.25,1071.3,1072.45,42348
INFY,20150904,15:18:00,1072.5,1073.6,1072.5,1073.2,15354
INFY,20150904,15:19:00,1073.2,1073.55,1073.05,1073.15,14118
INFY,20150904,15:20:00,1073.15,1074.0,1072.5,1073.5,16858
INFY,20150904,15:21:00,1073.55,1074.9,1073.55,1074.9,20723
INFY,20150904,15:22:00,1074.9,1075.0,1074.3,1074.95,38377
INFY,20150904,15:23:00,1075.0,1075.0,1073.55,1073.6,15640
INFY,20150904,15:24:00,1073.55,1074.4,1073.0,1073.1,20665
INFY,20150904,15:25:00,1073.0,1074.85,1073.0,1074.45,20010
INFY,20150904,15:26:00,1074.05,1074.95,1074.05,1074.95,15299
INFY,20150904,15:27:00,1074.9,1076.5,1074.9,1075.0,25400
INFY,20150904,15:28:00,1074.9,1074.9,1072.45,1073.95,15576
INFY,20150904,15:29:00,1073.0,1073.85,1072.6,1072.9,9864
INFY,20150904,15:30:00,1072.85,1075.0,1072.5,1074.9,10592
INFY,20150907,09:16:00,1083.0,1084.95,1075.0,1076.55,28654
INFY,20150907,09:17:00,1077.05,1078.95,1076.05,1078.2,12545
